10/18/2019                                                                                                                                                                               Dynamic List Display                                                                                                                                                                                       1

ECOLAB

Plant:			US10
Insp.lot origin:			03
Lot created on:			09/18/2019 To 10/18/2019
Insp. start date:			/ /
End of Inspection:			/ /
Maximum No. of Hits:			0
Char. filter:			1
Report name:			ZMQMR01A_INSPECTION_REPORT
Run Date :			10/18/2019
By:			Garrett Lowe

	Inspection type	Status		Inspection Lot	Material	Complaint quantity	Complaint quantity Unit	Refer. Object "Order"	Order Quantity delivered	Unit	Batch object	QATM	Short text	 Ok	Result	Unit QM char.	Lower spec.	Upper spec.	Sample Insp.Point	User Inspector	Insp.date Sample	Info field 3	Sample ID	Timestamp
	03			   30000806256	959288			101138293	             15,490.000	KG	5409JEB100	024-A	Specific Gravity		           1.023		           1.013	           1.033	B MSA	VIDMAGF	10/07/2019	At 68F	        1	16:51:33
	03			   30000806256	959288			101138293	             15,490.000	KG	5409JEB100	006	PH 100%		             9.2		             7.0	            10.0	B MSA	VIDMAGF	10/07/2019		        1	16:51:33
	03			   30000806257	914367			101139853	             15,400.000	KG	5409JEB900	INFOBOQ	INFO BOQ Comments				               0	               0	B VV	VARANVA	10/07/2019		        1	22:18:54
	03			   30000806257	914367			101139853	             15,400.000	KG	5409JEB900	463-A	Color Spectrophotometer Delta E		             6.0		             0.0	            16.1	B VV	VARANVA	10/07/2019	Transmittance, 100% concentrate, 20mm ce	        1	22:18:54
	03			   30000806257	914367			101139853	             15,400.000	KG	5409JEB900	342-A	Odor		OK		               0	               0	B VV	VARANVA	10/07/2019		        1	22:18:54
	03			   30000806257	914367			101139853	             15,400.000	KG	5409JEB900	340-A	Visual		OK		               0	               0	B VV	VARANVA	10/07/2019	at 68F	        1	22:18:54
	03			   30000806257	914367			101139853	             15,400.000	KG	5409JEB900	106-A	Brix Scale		            13.5	%	            12.8	            15.3	B VV	VARANVA	10/07/2019	100% concentrate at 68F	        1	22:18:54
	03			   30000806257	914367			101139853	             15,400.000	KG	5409JEB900	024-A	Specific Gravity		           1.053		           1.035	           1.065	B VV	VARANVA	10/07/2019	at 68F	        1	22:18:54
	03			   30000806257	914367			101139853	             15,400.000	KG	5409JEB900	006-A	pH of a 1 percent Soln		           12.08		           11.30	           12.30	B VV	VARANVA	10/07/2019		        1	22:18:54
	03			   30000806257	914367			101139853	             15,400.000	KG	5409JEB900	005-E	Titration to pH 4.0		            13.7	ML	             9.5	            15.5	B VV	VARANVA	10/07/2019	Analytically weigh 1.0 g. Titrate using	        1	22:18:54
	03			   30000806257	914367			101139853	             15,400.000	KG	5409JEB900	005-F	Titration to pH 8.3		            13.0	ML	             8.5	            13.5	B VV	VARANVA	10/07/2019	Analytically weigh 1.0 g. Titrate using	        1	22:18:54
	03			   30000806258	968925			101140848	             11,800.000	KG	5409JEC100	INFOBOQ	INFO BOQ Comments				               0	               0	B MSA	SABINMA	10/08/2019		        1	09:56:46
	03			   30000806258	968925			101140848	             11,800.000	KG	5409JEC100	INFOBOQ	INFO BOQ Comments				               0	               0	RS B CAS	SLABOCH	10/08/2019		        3	16:07:36
	03			   30000806258	968925			101140848	             11,800.000	KG	5409JEC100	INFOBOQ	INFO BOQ Comments				               0	               0	B AJ	JAGIRAT	10/08/2019		        2	10:33:08
	03			   30000806258	968925			101140848	             11,800.000	KG	5409JEC100	006-C	pH of a 100% Soln		             6.9		             7.0	             9.0	B MSA	SABINMA	10/08/2019	Temperature 68 F / 20 C	        1	09:56:46
	03			   30000806258	968925			101140848	             11,800.000	KG	5409JEC100	006-C	pH of a 100% Soln		             7.2		             7.0	             9.0	RS B CAS	SLABOCH	10/08/2019	Temperature 68 F / 20 C	        3	16:07:36
	03			   30000806258	968925			101140848	             11,800.000	KG	5409JEC100	006-C	pH of a 100% Soln		             6.9		             7.0	             9.0	B AJ	JAGIRAT	10/08/2019	Temperature 68 F / 20 C	        2	10:33:08
	03			   30000806258	968925			101140848	             11,800.000	KG	5409JEC100	084-A	Viscosity		             103	mPS	             200	               0	B MSA	SABINMA	10/08/2019	Brookfield RV viscometer, Temperature 68	        1	09:56:46
	03			   30000806258	968925			101140848	             11,800.000	KG	5409JEC100	084-A	Viscosity		             302	mPS	             200	               0	RS B CAS	SLABOCH	10/08/2019	Brookfield RV viscometer, Temperature 68	        3	16:07:36
	03			   30000806258	968925			101140848	             11,800.000	KG	5409JEC100	084-A	Viscosity		             113	mPS	             200	               0	B AJ	JAGIRAT	10/08/2019	Brookfield RV viscometer, Temperature 68	        2	10:33:08
	03			   30000806258	968925			101140848	             11,800.000	KG	5409JEC100	024-A	Specific Gravity		           1.001		           0.998	           1.008	B MSA	SABINMA	10/08/2019	Specific Gravity at 68F / 20C	        1	09:56:46
	03			   30000806258	968925			101140848	             11,800.000	KG	5409JEC100	024-A	Specific Gravity		           0.999		           0.998	           1.008	RS B CAS	SLABOCH	10/08/2019	Specific Gravity at 68F / 20C	        3	16:07:36
	03			   30000806258	968925			101140848	             11,800.000	KG	5409JEC100	024-A	Specific Gravity		           1.003		           0.998	           1.008	B AJ	JAGIRAT	10/08/2019	Specific Gravity at 68F / 20C	        2	10:33:08
	03			   30000806258	968925			101140848	             11,800.000	KG	5409JEC100	342-A	Odor		OK		               0	               0	B MSA	SABINMA	10/08/2019	Ambient conditions	        1	09:56:46
	03			   30000806258	968925			101140848	             11,800.000	KG	5409JEC100	342-A	Odor		OK		               0	               0	RS B CAS	SLABOCH	10/08/2019	Ambient conditions	        3	16:07:36
	03			   30000806258	968925			101140848	             11,800.000	KG	5409JEC100	342-A	Odor		OK		               0	               0	B AJ	JAGIRAT	10/08/2019	Ambient conditions	        2	10:33:08
	03			   30000806258	968925			101140848	             11,800.000	KG	5409JEC100	340-A	Visual		OK		               0	               0	B MSA	SABINMA	10/08/2019	Ambient temperature	        1	09:56:46
	03			   30000806258	968925			101140848	             11,800.000	KG	5409JEC100	340-A	Visual		OK		               0	               0	RS B CAS	SLABOCH	10/08/2019	Ambient temperature	        3	16:07:36
	03			   30000806258	968925			101140848	             11,800.000	KG	5409JEC100	340-A	Visual		OK		               0	               0	B AJ	JAGIRAT	10/08/2019	Ambient temperature	        2	10:33:08
	03			   30000806259	912224			101139727	             15,700.000	KG	5409JEC300	INFOADJ	INFO Batch Adjustment				               0	               0	B VV	VARANVA	10/09/2019		        1	05:11:35
	03			   30000806259	912224			101139727	             15,700.000	KG	5409JEC300	340-A	Visual		OK		               0	               0	B VV	VARANVA	10/09/2019		        1	05:11:35
	03			   30000806259	912224			101139727	             15,700.000	KG	5409JEC300	463-E	Color Spectrophotometer Delta E00		               3		               0	               5	B VV	VARANVA	10/09/2019	Transmittance mode, 100% solution, 20-mm	        1	05:11:35
	03			   30000806259	912224			101139727	             15,700.000	KG	5409JEC300	024-A	Specific Gravity		           1.079		           1.040	           1.100	B VV	VARANVA	10/09/2019	20C	        1	05:11:35
	03			   30000806259	912224			101139727	             15,700.000	KG	5409JEC300	006-C	pH of a 100% Soln		            13.5		            12.6	            14.0	B VV	VARANVA	10/09/2019		        1	05:11:35
	03			   30000806260	917404			101139690	             12,979.000	KG	5409JEC500	084-A	Viscosity		             372	mPS	              30	               0	IP VV	VARANVA	10/12/2019	Required if not able to run QATM 278-A.	        1	04:00:36
	03			   30000806260	917404			101139690	             12,979.000	KG	5409JEC500	278-A	Quaternary Surfactant Electrode		              22	%	              12	               0	IP VV	VARANVA	10/12/2019	Required if able to run QATM 278-A. Anal	        1	04:00:36
	03			   30000806260	917404			101139690	             12,979.000	KG	5409JEC500	084-A	Viscosity		             372	mPS	               0	             700	IP VV	VARANVA	10/12/2019	68F/20C; RVT, spdl 2, 50 rpm. Factor = 8	        1	04:00:36
	03			   30000806260	917404			101139690	             12,979.000	KG	5409JEC500	024-A	Specific Gravity		            0.99		            0.99	            1.02	B VV	VARANVA	10/12/2019	68F/20C	        1	05:23:41
	03			   30000806260	917404			101139690	             12,979.000	KG	5409JEC500	006-C	pH of a 100% Soln		             3.1		             2.8	             3.8	B VV	VARANVA	10/12/2019		        1	05:23:41
	03			   30000806260	917404			101139690	             12,979.000	KG	5409JEC500	084-A	Viscosity		             256	mPS	               0	             600	B VV	VARANVA	10/12/2019	68F/20C; RVT, spdl 2, 50 rpm. Factor = 8	        1	05:23:41
	03			   30000806260	917404			101139690	             12,979.000	KG	5409JEC500	340-A	Visual		OK		               0	               0	B VV	VARANVA	10/12/2019		        1	05:23:41
	03			   30000806260	917404			101139690	             12,979.000	KG	5409JEC500	342-A	Odor		OK		               0	               0	B VV	VARANVA	10/12/2019		        1	05:23:41
	03			   30000806260	917404			101139690	             12,979.000	KG	5409JEC500	INFOADJ	INFO Batch Adjustment				               0	               0	B VV	VARANVA	10/12/2019		        1	05:23:41
	03			   30000806260	917404			101139690	             12,979.000	KG	5409JEC500	INFOBOQ	INFO BOQ Comments				               0	               0	B VV	VARANVA	10/12/2019		        1	05:23:41
	03			   30000806261	916265			101141924	              8,400.000	KG	5409JEC800	INFOBOQ	INFO BOQ Comments				               0	               0	B VV	VARANVA	10/08/2019		        1	23:06:20
	03			   30000806261	916265			101141924	              8,400.000	KG	5409JEC800	INFOADJ	INFO Batch Adjustment				               0	               0	B VV	VARANVA	10/08/2019		        1	23:06:20
	03			   30000806261	916265			101141924	              8,400.000	KG	5409JEC800	340-A	Visual		OK		               0	               0	B VV	VARANVA	10/08/2019	Clear Blue	        1	23:06:20
	03			   30000806261	916265			101141924	              8,400.000	KG	5409JEC800	084-A	Viscosity		             513	mPS	             400	             800	B VV	VARANVA	10/08/2019	Brookfield Viscosity @75 deg F, 50rpm, R	        1	23:06:20
	03			   30000806261	916265			101141924	              8,400.000	KG	5409JEC800	342-A	Odor		OK		               0	               0	B VV	VARANVA	10/08/2019	Floral Fragrance	        1	23:06:20
	03			   30000806261	916265			101141924	              8,400.000	KG	5409JEC800	024-A	Specific Gravity		           1.037		           1.017	           1.067	B VV	VARANVA	10/08/2019	Specific Gravity @ 68 F	        1	23:06:20
	03			   30000806261	916265			101141924	              8,400.000	KG	5409JEC800	006-C	pH of a 100% Soln		             9.3		             6.5	            10.0	B VV	VARANVA	10/08/2019		        1	23:06:20
	03			   30000806262	916862			101139739	             11,550.000	KG	5409JED300	006-C	pH of a 100% Soln		             8.3		             6.8	             8.8	B AJ	JAGIRAT	10/10/2019		        1	11:35:19
	03			   30000806262	916862			101139739	             11,550.000	KG	5409JED300	340-A	Visual		OK		               0	               0	B AJ	JAGIRAT	10/10/2019		        1	11:35:19
	03			   30000806263	915323			101141904	             13,150.000	KG	5409JED500	029-A	Water Hardness		             0.1		             0.0	             0.5	IP VV	VARANVA	10/07/2019	Grains per gallon. In-Process Sample No.	        1	21:11:41
	03			   30000806263	915323			101141904	             13,150.000	KG	5409JED500	006-C	pH of a 100% Soln		            13.0		             8.0	             0.0	IP VV	VARANVA	10/07/2019	Process Safety In-Process Sample No. 2.	        1	21:11:41
	03			   30000806263	915323			101141904	             13,150.000	KG	5409JED500	005-F	Titration to pH 8.3			ML	            10.0	            12.8	IP VV	VARANVA	10/07/2019	For In Line Mixing (ILM) only FBOM 91532	        1	21:11:41
	03			   30000806263	915323			101141904	             13,150.000	KG	5409JED500	005-E	Titration to pH 4.0			ML	            12.2	            15.5	IP VV	VARANVA	10/07/2019	For In-Line Mixing (ILM) only FBOM 91532	        1	21:11:41
	03			   30000806263	915323			101141904	             13,150.000	KG	5409JED500	340-A	Visual				               0	               0	IP VV	VARANVA	10/07/2019	For In Line Mixing (ILM) only FBOM 91532	        1	21:11:41
	03			   30000806263	915323			101141904	             13,150.000	KG	5409JED500	007-A	Available Chlorine		            3.05	%	            2.65	            3.50	B VV	VARANVA	10/07/2019	%Available chlorine, 50 ml of a 1% solut	        1	23:45:34
	03			   30000806263	915323			101141904	             13,150.000	KG	5409JED500	340-A	Visual		OK		               0	               0	B VV	VARANVA	10/07/2019	Appearance of product in clear colorless	        1	23:45:34
	03			   30000806263	915323			101141904	             13,150.000	KG	5409JED500	005-F	Titration to pH 8.3		            8.42	ML	            7.30	           10.00	B VV	VARANVA	10/07/2019	Titrate 50 ml of a 1% solution using 0.1	        1	23:45:34
	03			   30000806263	915323			101141904	             13,150.000	KG	5409JED500	005-E	Titration to pH 4.0		           11.99	ML	           11.00	           14.00	B VV	VARANVA	10/07/2019	Titrate 50 ml of a 1% solution using 0.1	        1	23:45:34
	03			   30000806263	915323			101141904	             13,150.000	KG	5409JED500	024-A	Specific Gravity		           1.157		           1.142	           1.172	B VV	VARANVA	10/07/2019	68캟	        1	23:45:34
	03			   30000806263	915323			101141904	             13,150.000	KG	5409JED500	INFOADJ	INFO Batch Adjustment				               0	               0	B VV	VARANVA	10/07/2019		        1	23:45:34
	03			   30000806263	915323			101141904	             13,150.000	KG	5409JED500	INFOBOQ	INFO BOQ Comments				               0	               0	B VV	VARANVA	10/07/2019		        1	23:45:34
	03			   30000806264	918855			101139629	             20,400.000	KG	5409JED600	463-A	Color Spectrophotometer Delta E:		             1.4		             0.0	             6.5	BATCH JS	SCHOPJO	10/09/2019		        1	01:31:07
	03			   30000806264	918855			101139629	             20,400.000	KG	5409JED600	340-A	Visual		OK		               0	               0	BATCH JS	SCHOPJO	10/09/2019		        1	01:31:07
	03			   30000806264	918855			101139629	             20,400.000	KG	5409JED600	340-A	Visual:		OK		               0	               0	BATCH JS	SCHOPJO	10/09/2019		        1	01:31:07
	03			   30000806264	918855			101139629	             20,400.000	KG	5409JED600	018-A	Cloud Point 100%		              48	캜	              46	               0	BATCH JS	SCHOPJO	10/09/2019		        1	01:31:07
	03			   30000806264	918855			101139629	             20,400.000	KG	5409JED600	106-A	Refractive Index: brix scale, at ambient		            11.6		             8.2	            20.8	BATCH JS	SCHOPJO	10/09/2019		        1	01:31:07
	03			   30000806264	918855			101139629	             20,400.000	KG	5409JED600	006-C	pH of a 100% solution		             2.5		             0.0	             4.0	BATCH JS	SCHOPJO	10/09/2019		        1	01:31:07
	03			   30000806265	986216			101139822	             26,025.000	KG	5409JED800	029-A	Water Hardness		             0.1		             0.0	             0.5	IP MSA	SABINMA	10/11/2019	Grains per gallon. Test water before it	        1	07:27:49
	03			   30000806265	986216			101139822	             26,025.000	KG	5409JED800	005-E	Titration to pH 4.0		             5.9	ML	             5.8	             6.7	B GV	VIDMAGF	10/11/2019	10mL of a 1% soln. Titrate with 0.1N HCl	        1	12:59:47
	03			   30000806265	986216			101139822	             26,025.000	KG	5409JED800	005-F	Titration to pH 8.3		             5.6	ML	             5.4	             6.2	B GV	VIDMAGF	10/11/2019	10mL of a 1% soln. Titrate with 0.1N HCl	        1	12:59:47
	03			   30000806265	986216			101139822	             26,025.000	KG	5409JED800	024-A	Specific Gravity		           1.271		           1.250	           1.300	B GV	VIDMAGF	10/11/2019	20C/68F	        1	12:59:47
	03			   30000806265	986216			101139822	             26,025.000	KG	5409JED800	340-A	Visual		OK		               0	               0	B GV	VIDMAGF	10/11/2019		        1	12:59:47
	03			   30000806265	986216			101139822	             26,025.000	KG	5409JED800	463-E	Color Spectrophotometer Delta E00		             1.7		             0.0	             6.5	B GV	VIDMAGF	10/11/2019	QATM 463-E. Transmittance, 100% concentr	        1	12:59:47
	03			   30000806265	986216			101139822	             26,025.000	KG	5409JED800	INFOADJ	INFO Batch Adjustment				               0	               0	B GV	VIDMAGF	10/11/2019		        1	12:59:47
	03			   30000806266	986216			101139600	             26,025.000	KG	5409JEE000	029-A	Water Hardness		             0.1		             0.0	             0.5	IP MSA	SABINMA	10/11/2019	Grains per gallon. Test water before it	        1	14:48:15
	03			   30000806266	986216			101139600	             26,025.000	KG	5409JEE000	005-E	Titration to pH 4.0		             5.9	ML	             5.8	             6.7	B VV	VARANVA	10/12/2019	10mL of a 1% soln. Titrate with 0.1N HCl	        1	00:42:57
	03			   30000806266	986216			101139600	             26,025.000	KG	5409JEE000	005-F	Titration to pH 8.3		             5.6	ML	             5.4	             6.2	B VV	VARANVA	10/12/2019	10mL of a 1% soln. Titrate with 0.1N HCl	        1	00:42:57
	03			   30000806266	986216			101139600	             26,025.000	KG	5409JEE000	024-A	Specific Gravity		           1.273		           1.250	           1.300	B VV	VARANVA	10/12/2019	20C/68F	        1	00:42:57
	03			   30000806266	986216			101139600	             26,025.000	KG	5409JEE000	340-A	Visual		OK		               0	               0	B VV	VARANVA	10/12/2019		        1	00:42:57
	03			   30000806266	986216			101139600	             26,025.000	KG	5409JEE000	463-E	Color Spectrophotometer Delta E00		             2.4		             0.0	             6.5	B VV	VARANVA	10/12/2019	QATM 463-E. Transmittance, 100% concentr	        1	00:42:57
	03			   30000806266	986216			101139600	             26,025.000	KG	5409JEE000	INFOADJ	INFO Batch Adjustment				               0	               0	B VV	VARANVA	10/12/2019		        1	00:42:57
	03			   30000806267	913681			101139747	             26,400.000	KG	5409JEE200	INFOADJ	INFO Batch Adjustment				               0	               0	B TM	MARTIT1	10/10/2019		        1	12:50:48
	03			   30000806267	913681			101139747	             26,400.000	KG	5409JEE200	340-A	Visual		OK		               0	               0	B TM	MARTIT1	10/10/2019		        1	12:50:48
	03			   30000806267	913681			101139747	             26,400.000	KG	5409JEE200	005-F	Titration @ pH 8.3		            11.1	ML	            10.0	            12.0	B TM	MARTIT1	10/10/2019	20 mLs of a 1.0 % soln. Titrate using 0.	        1	12:50:48
	03			   30000806267	913681			101139747	             26,400.000	KG	5409JEE200	024-A	Specific Gravity		            1.28		            1.27	            1.31	B TM	MARTIT1	10/10/2019	measured at 68 캟	        1	12:50:48
	03			   30000806268	910234			101140009	             10,900.000	KG	5409JEE400	340-A	Visual		OK		               0	               0	B JJK	KIEPKJA	10/06/2019	Appearance of product in clear, colorles	        1	05:05:56
	03			   30000806268	910234			101140009	             10,900.000	KG	5409JEE400	463-A	Color Spectrophotometer Delta E				             0.0	             1.5	B JJK	KIEPKJA	10/06/2019	Mode=transmittance, sample prep = neat,	        1	05:05:56
	03			   30000806268	910234			101140009	             10,900.000	KG	5409JEE400	342-A	Odor		OK		               0	               0	B JJK	KIEPKJA	10/06/2019		        1	05:05:56
	03			   30000806268	910234			101140009	             10,900.000	KG	5409JEE400	006-C	pH of a 100% Soln		            8.06		            6.45	            9.00	B JJK	KIEPKJA	10/06/2019		        1	05:05:56
	03			   30000806268	910234			101140009	             10,900.000	KG	5409JEE400	024-A	Specific Gravity		           0.992		           0.982	           1.002	B JJK	KIEPKJA	10/06/2019	68F/20C	        1	05:05:56
	03			   30000806268	910234			101140009	             10,900.000	KG	5409JEE400	278-A	Quaternary Surfactant Electrode		            7.54	%	            7.13	            7.80	B JJK	KIEPKJA	10/06/2019	50mL of a 1% (w/v) solution into a 150mL	        1	05:05:56
	03			   30000806268	910234			101140009	             10,900.000	KG	5409JEE400	318-A	Quat by Two-Phase Auto Titration			%	            7.13	            7.80	B JJK	KIEPKJA	10/06/2019	15ml aliquot of a 1% soln' (w/v) into a	        1	05:05:56
	03			   30000806268	910234			101140009	             10,900.000	KG	5409JEE400	INFOBOQ	INFO BOQ Comments				               0	               0	B JJK	KIEPKJA	10/06/2019		        1	05:05:56
	03			   30000806269	912799			101140015	             13,700.000	KG	5409JEE600	340-A	Visual		OK		               0	               0	B JZ	ZUKLIJO	10/07/2019	Appearance of product in clear, colorles	        1	00:50:57
	03			   30000806269	912799			101140015	             13,700.000	KG	5409JEE600	005-E	Titration to pH 4.0		            3.20	ML	            2.55	            3.20	B JZ	ZUKLIJO	10/07/2019	10 mL of a 1% soln prepared in a 1000 mL	        1	00:50:57
	03			   30000806269	912799			101140015	             13,700.000	KG	5409JEE600	005-F	Titration to pH 8.3		            5.85	ML	            5.05	            6.20	B JZ	ZUKLIJO	10/07/2019	10 mL of a 1% soln prepared in a 1000 mL	        1	00:50:57
	03			   30000806269	912799			101140015	             13,700.000	KG	5409JEE600	INFOBOQ	INFO BOQ Comments				               0	               0	B JZ	ZUKLIJO	10/07/2019		        1	00:50:57
	03			   30000806270	912809			101140026	             13,000.000	KG	5409JEE800	340-A	Visual		OK		               0	               0	B CAS	SLABOCH	10/07/2019	Appearance of product in clear, colorles	        1	18:35:58
	03			   30000806270	912809			101140026	             13,000.000	KG	5409JEE800	005-E	Titration to pH 4.0		             3.1	ML	             2.7	             3.4	B CAS	SLABOCH	10/07/2019	10 mL of a 1% soln prepared in a 1000 mL	        1	18:35:58
	03			   30000806270	912809			101140026	             13,000.000	KG	5409JEE800	005-F	Titration to pH 8.3		             5.9	ML	             5.5	             6.5	B CAS	SLABOCH	10/07/2019	10 mL of a 1% soln prepared in a 1000 mL	        1	18:35:58
	03			   30000806270	912809			101140026	             13,000.000	KG	5409JEE800	INFOBOQ	INFO BOQ Comments				               0	               0	B CAS	SLABOCH	10/07/2019		        1	18:35:58
	03			   30000806271	922316			101139643	              5,800.000	KG	5409JEF000	INFOBOQ	INFO BOQ Comments				               0	               0	B MSA	SABINMA	10/08/2019		        1	11:44:45
	03			   30000806271	922316			101139643	              5,800.000	KG	5409JEF000	340-A	Visual		OK		               0	               0	B MSA	SABINMA	10/08/2019		        1	11:44:45
	03			   30000806271	922316			101139643	              5,800.000	KG	5409JEF000	024-A	Specific Gravity		           1.137		           1.125	           1.145	B MSA	SABINMA	10/08/2019	20캜	        1	11:44:45
	03			   30000806271	922316			101139643	              5,800.000	KG	5409JEF000	005-F	Titration to pH 8.3		            4.28	ML	            4.25	            4.65	B MSA	SABINMA	10/08/2019		        1	11:44:45
	03			   30000806271	922316			101139643	              5,800.000	KG	5409JEF000	005-E	Titration to pH 4.0		             2.1	ML	             1.9	             2.3	B MSA	SABINMA	10/08/2019		        1	11:44:45
	03			   30000806272	900242			101138283	              5,700.000	KG	5409JEF200	005-F	Titration @ pH 8.3		            6.38	ML	            5.20	            7.20	B CAS	SLABOCH	10/05/2019	Titrate 20 ml aliquot of 1% soln using 0	        1	08:53:45
	03			   30000806272	900242			101138283	              5,700.000	KG	5409JEF200	340-A	Visual		OK		               0	               0	B CAS	SLABOCH	10/05/2019		        1	08:53:45
	03			   30000806272	900242			101138283	              5,700.000	KG	5409JEF200	024-A	Specific Gravity		           1.046		           1.036	           1.056	B CAS	SLABOCH	10/05/2019	@ 68 Deg F	        1	08:53:45
	03			   30000806272	900242			101138283	              5,700.000	KG	5409JEF200	342-A	Odor		OK		               0	               0	B CAS	SLABOCH	10/05/2019		        1	08:53:45
	03			   30000806272	900242			101138283	              5,700.000	KG	5409JEF200	INFOADJ	INFO Batch Adjustment				               0	               0	B CAS	SLABOCH	10/05/2019		        1	08:53:45
	03			   30000806272	900242			101138283	              5,700.000	KG	5409JEF200	INFOBOQ	INFO BOQ Comments				               0	               0	B CAS	SLABOCH	10/05/2019		        1	08:53:45
	03			   30000806273	913681			101140021	             13,100.000	KG	5409JEF600	024-A	Specific Gravity		            1.28		            1.27	            1.31	B AJ	JAGIRAT	10/08/2019	measured at 68 캟	        1	06:43:42
	03			   30000806273	913681			101140021	             13,100.000	KG	5409JEF600	005-F	Titration @ pH 8.3		            11.3	ML	            10.0	            12.0	B AJ	JAGIRAT	10/08/2019	20 mLs of a 1.0 % soln. Titrate using 0.	        1	06:43:42
	03			   30000806273	913681			101140021	             13,100.000	KG	5409JEF600	340-A	Visual		OK		               0	               0	B AJ	JAGIRAT	10/08/2019		        1	06:43:42
	03			   30000806273	913681			101140021	             13,100.000	KG	5409JEF600	INFOADJ	INFO Batch Adjustment				               0	               0	B AJ	JAGIRAT	10/08/2019		        1	06:43:42
	03			   30000806274	917290			101140099	              8,100.000	KG	5409JEF900	005-F	Titration to pH 8.3		             6.1	ML	             5.2	             6.4	B AJ	JAGIRAT	10/08/2019	10 mls of 1% soln to pH 8.3. Calculate N	        1	10:36:06
	03			   30000806274	917290			101140099	              8,100.000	KG	5409JEF900	005-E	Titration to pH 4.0		            6.47	ML	            5.85	            7.10	B AJ	JAGIRAT	10/08/2019	10 mls of 1% soln to pH 4.0. Calculate N	        1	10:36:06
	03			   30000806274	917290			101140099	              8,100.000	KG	5409JEF900	024-A	Specific Gravity		            1.30		            1.28	            1.32	B AJ	JAGIRAT	10/08/2019	68F	        1	10:36:06
	03			   30000806274	917290			101140099	              8,100.000	KG	5409JEF900	050-A	% EDTA		            1.50	%	            1.37	            2.40	B AJ	JAGIRAT	10/08/2019	50mL of a 10% soln.� Titrate with 0.0037	        1	10:36:06
	03			   30000806274	917290			101140099	              8,100.000	KG	5409JEF900	340-A	Visual		OK		               0	               0	B AJ	JAGIRAT	10/08/2019		        1	10:36:06
	03			   30000806275	917640			101142232	             11,200.000	KG	5409JEG300	084-A	Viscosity		              81	mPS	               0	             200	B JJK	KIEPKJA	10/10/2019	LVT, spindle 2, 60 rpm, 68 deg F	        1	00:59:12
	03			   30000806275	917640			101142232	             11,200.000	KG	5409JEG300	340-A	Visual		OK		               0	               0	B JJK	KIEPKJA	10/10/2019		        1	00:59:12
	03			   30000806275	917640			101142232	             11,200.000	KG	5409JEG300	024-A	Specific Gravity		            1.00		            0.97	            1.05	B JJK	KIEPKJA	10/10/2019	68 deg F	        1	00:59:12
	03			   30000806276	916229			101139775	             15,400.000	KG	5409JEG400	340-A	Visual		OK		               0	               0	B VV	VARANVA	10/09/2019	Colorless to pale yellow, transparent li	        1	02:21:08
	03			   30000806276	916229			101139775	             15,400.000	KG	5409JEG400	024-A	Specific Gravity		            1.36		            1.33	            1.39	B VV	VARANVA	10/09/2019	Chemist provide 68 deg F	        1	02:21:08
	03			   30000806276	916229			101139775	             15,400.000	KG	5409JEG400	005-F	Titration to pH 8.3		             6.8	ML	             5.8	             7.6	B VV	VARANVA	10/09/2019	Chemist Provide: 20 mL of a 1 % soln pre	        1	02:21:08
	03			   30000806277	918855			101140034	              6,100.000	KG	5409JEG600	006-C	pH of a 100% solution		             2.3		             0.0	             4.0	B AJ	JAGIRAT	10/09/2019		        1	11:34:21
	03			   30000806277	918855			101140034	              6,100.000	KG	5409JEG600	106-A	Refractive Index: brix scale, at ambient		            11.4		             8.2	            20.8	B AJ	JAGIRAT	10/09/2019		        1	11:34:21
	03			   30000806277	918855			101140034	              6,100.000	KG	5409JEG600	018-A	Cloud Point 100%		              50	캜	              46	               0	B AJ	JAGIRAT	10/09/2019		        1	11:34:21
	03			   30000806277	918855			101140034	              6,100.000	KG	5409JEG600	340-A	Visual:		OK		               0	               0	B AJ	JAGIRAT	10/09/2019		        1	11:34:21
	03			   30000806277	918855			101140034	              6,100.000	KG	5409JEG600	340-A	Visual		OK		               0	               0	B AJ	JAGIRAT	10/09/2019		        1	11:34:21
	03			   30000806277	918855			101140034	              6,100.000	KG	5409JEG600	463-A	Color Spectrophotometer Delta E:		             2.2		             0.0	             6.5	B AJ	JAGIRAT	10/09/2019		        1	11:34:21
	03			   30000806278	918855			101140120	              7,500.000	KG	5409JEG800	006-C	pH of a 100% solution		             2.3		             0.0	             4.0	B CAS	SLABOCH	10/08/2019		        1	14:54:50
	03			   30000806278	918855			101140120	              7,500.000	KG	5409JEG800	106-A	Refractive Index: brix scale, at ambient		            11.0		             8.2	            20.8	B CAS	SLABOCH	10/08/2019		        1	14:54:50
	03			   30000806278	918855			101140120	              7,500.000	KG	5409JEG800	018-A	Cloud Point 100%		              48	캜	              46	               0	B CAS	SLABOCH	10/08/2019		        1	14:54:50
	03			   30000806278	918855			101140120	              7,500.000	KG	5409JEG800	340-A	Visual:		OK		               0	               0	B CAS	SLABOCH	10/08/2019		        1	14:54:50
	03			   30000806278	918855			101140120	              7,500.000	KG	5409JEG800	340-A	Visual		OK		               0	               0	B CAS	SLABOCH	10/08/2019		        1	14:54:50
	03			   30000806278	918855			101140120	              7,500.000	KG	5409JEG800	463-A	Color Spectrophotometer Delta E:		             0.5		             0.0	             6.5	B CAS	SLABOCH	10/08/2019		        1	14:54:50
